participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.own_strategy,player.other_players_strategy,player.pilot_difficulty,player.pilot_explanation,player.pilot_interface,player.pilot_time,player.research_question,player.comments,player.dummy_player_axiom,player.symmetry_axiom,player.efficiency_axiom,player.linearity_additivity_axiom,player.linearity_HD1_axiom,player.stability_axiom,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
7,wdb2bmuc,BLU_22,0,45,45,survey,Completion,2024-05-14 11:37:24.545451,1,,,182.0,7,,0.0,"At start i was a2, so i wanted to share 100 with a1, and i`m willing to give a1 a bit more. but then i realized that i can be B at some point, so i decided to also share some with B hoping that people would be nice to me as well when i became B","A1 player in first round seems to have same idea as me. B player in first round is not very strong at bargaining, and he didn`t speak enough for him",Easy,Well,Well,Too much,"if the role can change or distribute randomly, people will be nicer to others",,Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,1,1,5r4374w0,,,,,0
8,sl0ekey1,BLU_21,0,45,45,survey,Completion,2024-05-14 11:37:24.556850,1,,,173.0,8,,0.0,"As A, I have two strategies, 1: 50 50 0, being evil. 2: 35 35 0/ 40 40 20, being nice. And I give the selection two another a to decide.  As B, I could only beg for 35 35 30.  The rule makes people evil, but I want to be a little bit nice",All the people I met are nice and go for fair distribute,Easy,Very well,Very well,Too much,"Selfish, Sympathy","well, this exp makes me feel a lilttle bad of myself",Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,1,1,5r4374w0,,,,,0
9,1kh6c4dr,BLU_04,0,45,45,survey,Completion,2024-05-14 11:37:24.561857,1,,,165.0,9,,0.0,"Be nice and show my kindness, to make sure fair distribution.",They also show their kindness and communicate well.,Medium difficulty,Very well,Well,Too much,"Socilism, sympathy.",,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,1,5r4374w0,,,,,0
10,lq9jgj3i,BLU_15,0,45,45,survey,Completion,2024-05-14 11:37:24.567055,1,,,166.0,10,,0.0,"dividing equally between all participants including B players, because it is fair. due to random process of choosing who is a or b, it is not fair to exclude b from the payouts. ","some of the A players wanted to have as much payout as possible. but after the second A player suggests including B into payout, they would agree. B players wanted at least some amount to receive, so they often suggested to have significantly lower payout than A players. some of the A players were suggesting almost equal payouts for all from the beginning to certainly receive money. ",Medium difficulty,Well,Very well,Too much,socialism?)),,Strongly Disagree,Neutral,No opinion,Agree,Strongly Agree,Agree,1,1,5r4374w0,,,,,0
11,f15fo3yu,BLU_02,0,45,45,survey,Completion,2024-05-14 11:37:24.572000,1,,,136.0,11,,0.0,"Since everyone has the probability of being B, the best strategy is to go for a balanced proposal, which offers approx. the same money for everyone","in the first few rounds, some like to exclude B, in the end, everyone agrees on a ",Easy,Well,Well,Just right,game theory,,Disagree,Agree,Strongly Agree,Neutral,Neutral,Agree,1,1,5r4374w0,,,,,0
12,jkojnnx7,BLU_18,0,45,45,survey,Completion,2024-05-14 11:37:24.576940,1,,,178.0,12,,0.0,"When I play role B, I tend to let them benefit more than mine, so there's better chance they will include B in the proposal.","In the first two rounds, player a1 and a2 are more likely to exclude b from the proposal. But when it comes to later rounds, I guess all of them have been b at least once, a1 and a2 players are nicer and include b in the game.",Very easy,Very well,Well,Just right,some behaviral questions,,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,1,1,5r4374w0,,,,,0
13,kmp1r22f,BLU_00,0,45,45,survey,Completion,2024-05-14 11:37:24.581850,1,,,178.0,13,,0.0,i feel everyone know the game is to get more points. so i just submit the proposal that i can accept no matter what position am I. ,i think some player try to make the game fair. it does influence me at the end of the game. but i think it also because i already get lots of points and i know the feeling in position B. so i would like to comprimise.,Very easy,Very well,Well,Just right,,,Neutral,Neutral,Agree,Neutral,Agree,Neutral,1,1,5r4374w0,,,,,0
14,8i7prunh,BLU_14,0,45,45,survey,Completion,2024-05-14 11:37:24.587498,1,,,154.0,14,,0.0,"As A player, I always offered 50:50, to understand the other A's strategy.",There were 2 strategies:Some choose the fairest option and the other chose the offer with the biggest bargain  That's what I noticed.,Difficult,Very well,Well,Too much,,,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,1,1,5r4374w0,,,,,0
15,3hy7y8i2,BLU_33,0,45,45,survey,Completion,2024-05-14 11:37:24.596635,1,,,112.0,15,,0.0,I always tried to find the fairest solution for all members of the group (including B). Because i think it is the always the best solution to opt for the fairest soultion everybody can agree on!,"I think most tried to be fair, but always had a bit of egoistic self-enriching shadows in the background. And i think their strategy was to bleep over B in order to maximise their own gain.",Medium difficulty,Very well,Very well,Just right,Are there any Indicators on self enrichment in groups of random people?,I just think it was a very exciting Study,Strongly Disagree,Strongly Agree,Neutral,No opinion,Agree,No opinion,1,1,5r4374w0,,,,,0
16,sjcoa1gv,BLU_07,0,45,45,survey,Completion,2024-05-14 11:37:24.604878,1,,,172.0,16,,0.0,I have been B (which is a lower position) a lot of times.   So my strategy is to propose a fair (to both a1 and a2) options combined with a tiny share for myself. I also tried to talk them out offering me a bit more than they initially offered.,All the other players I met are kind to me. The strategies they adapt was to be fair to everyone and spread the love.,Medium difficulty,Very well,Very well,Just right,How many tries do people need before achieving success?,,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,1,1,5r4374w0,,,,,0
17,2q16a6o8,BLU_25,0,45,45,survey,Completion,2024-05-14 11:37:24.610376,1,,,184.0,17,,0.0,"will ask more if i got less in last round, they maybe kind to me.","for the first round, A1 doesn't want to give money to B, but after being b in next several rounds, they will change the mind",Medium difficulty,Neutral,Very well,Too much,will you sacrifice your own benefit when you were in the same situation before,,Neutral,No opinion,Disagree,No opinion,No opinion,No opinion,1,1,5r4374w0,,,,,0
18,ltipsjdv,BLU_16,0,45,45,survey,Completion,2024-05-14 11:37:24.623245,1,,,196.0,18,,0.0,spontaneous go with the flow ,"always different, some kind some focused on their success ",Very easy,Very well,Very well,Too much,Are people assholes if they can hide behind anonymity?,,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,1,5r4374w0,,,,,0
19,zlb86qtx,BLU_11,0,45,45,survey,Completion,2024-05-14 11:37:24.629037,1,,,164.0,19,,0.0,equality ,"friendly, and also equally treating group members",Very easy,Neutral,Very well,Just right,,,Strongly Disagree,Agree,Neutral,Neutral,Disagree,Neutral,1,1,5r4374w0,,,,,0
20,dtjatgej,BLU_31,0,45,45,survey,Completion,2024-05-14 11:37:24.634289,1,,,165.0,20,,0.0,"split it equally and make it 34,33,33 because it will be fair to everyone.","they are nice and friendly because the 34,33,33 strategy is fair to everyone.",Very easy,Neutral,Very well,Way too much,to see how well people can communicate with others.,This is an easy experiment as long as people agree to divide the 100 equally.,Neutral,Agree,Agree,Disagree,Neutral,Neutral,1,1,5r4374w0,,,,,0
21,hlta2msa,BLU_08,0,45,45,survey,Completion,2024-05-14 11:37:24.639242,1,,,169.0,21,,0.0,Divide it as equally as possible (but use all 100 points). It seems fair to give everyone money,We all agreed very quickly and divided it equally. It was almost like dividing money in a friend group,Very easy,Very well,Very well,Too much,do people try to gain the biggest advantage for themselves if they have the power to decide?,,Disagree,Agree,Strongly Agree,Neutral,Neutral,Neutral,1,1,5r4374w0,,,,,0
22,48s50490,BLU_05,0,45,45,survey,Completion,2024-05-14 11:37:24.648088,1,,,167.0,22,,0.0,"the strategy is to be even, since there's no superior or inferior players as we take shifts on the roles.","same as I did, to maximum the profit after distribution.",Easy,Very well,Very well,Way too much,how the bargain decisions are made based on the behaviour of the players,,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,1,1,5r4374w0,,,,,0
23,ds7gf3vg,BLU_17,0,45,45,survey,Completion,2024-05-14 11:37:24.653906,1,,,167.0,23,,0.0,"I just try to get everybody the same points as possible, and the last 1 or 2 points goes to B who is less competitive in deciding the budget division.","I think other players are pretty peaceful, because the difference in payoff is not so obvious.",Easy,Well,Well,Just right,"to investigate when someone has no stance in deciding the payoff, would other players still treat that person equally",I think it's fun :),Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,1,1,5r4374w0,,,,,0
24,mz0ciadv,BLU_27,0,45,45,survey,Completion,2024-05-14 11:37:24.659344,1,,,167.0,24,,0.0,Equality and compromise,Their strategy to guess what role someone previously and adjust the points based on previous role.,Easy,Very well,Very well,Just right,How is behavior can impact to bargaining strategy?,Goodluck with your research. It was entertaining,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,1,1,5r4374w0,,,,,0
25,yglobngj,BLU_26,0,45,45,survey,Completion,2024-05-14 11:37:24.665575,1,,,100.0,25,,0.0,Nothing works more than your role. Nobody is really listening to what B saying.,"Some are kind, most are very realistic I am afraid to say that. Their strategy is simply nothing for the poor third person.",Difficult,Well,Well,Just right,How people distribute their income with the problem of fairness?,very cruel reality though,Disagree,Agree,Agree,Agree,Agree,Agree,1,1,5r4374w0,,,,,0
26,yv0td6xe,BLU_28,0,45,45,survey,Completion,2024-05-14 11:37:24.671635,1,,,200.0,26,,0.0,just equal amounts for A1 and A2 with 50 each an B gets nothing....,It was mostly the same I always got 50 points when being A1 or A2,Very easy,Very well,Well,Just right,"how to get someone to be a bit ""social"" and give B some points. Maybe you're searcching for a good strategy for B, so B gets some points too.",,Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,1,1,5r4374w0,,,,,0
27,g73l9vdl,BLU_06,0,45,45,survey,Completion,2024-05-14 11:37:24.676906,1,,,160.0,27,,0.0,as b just beg. as a1 a2 i make it 60 40 in my favor and see if i can convince him to take either 40 or nothing. else i will go for 50 50,all were the same 50 50 strategy. no one even tried to leverage and get more than 50 so ig all we pretty same as to not try but were also non sympathetic as to give b anything,Easy,Very well,Very well,Too much,see if people are sympathetic towards non necessary participants,,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,1,5r4374w0,,,,,0
28,egh0i91b,BLU_03,0,45,45,survey,Completion,2024-05-14 11:37:24.682155,1,,,185.0,28,,0.0,"Discuss with the others, find agreements","If a1or a2 just stick to 50 50 0, if B try to ask for more points.",Difficult,Very well,Well,Just right,No idea.,,No opinion,No opinion,Agree,No opinion,Agree,No opinion,1,1,5r4374w0,,,,,0
29,jpp7s5r6,BLU_20,0,45,45,survey,Completion,2024-05-14 11:37:24.687546,1,,,195.0,29,,0.0,1. make an agreement     2. get more players to be included,most of them want to get as much money as they can each round,Easy,Neutral,Very well,Just right,budget division decision,,Disagree,Neutral,Strongly Agree,Neutral,Agree,Neutral,1,1,5r4374w0,,,,,0
30,2qhev8bl,BLU_19,0,45,45,survey,Completion,2024-05-14 11:37:24.692581,1,,,160.0,30,,0.0,"To present myself as the victim in that game and hope that the others seem to have ""empathy"" for my bad ""fate"". However this is not honest and social at all.",Probably going out with the highest achievable output.,Easy,Very well,Very well,Just right,"Is a random society social to each other, without knowing them personally?",/,Strongly Agree,Agree,Strongly Agree,No opinion,Strongly Agree,No opinion,1,1,5r4374w0,,,,,0
31,ohwklw50,BLU_35,0,45,45,survey,Completion,2024-05-14 11:37:25.401027,1,,,125.0,31,,0.0,being more talkative , being good at the slider game? ,Medium difficulty,Poorly,Neutral,Too much,power of words or motivation,I think some people including me thought that there will be real slider game after the trial game so maybe you could emphasize that on the instruction so that ppl can try their best,Neutral,Neutral,Agree,No opinion,No opinion,No opinion,1,1,5r4374w0,,,,,0
32,5a15tl23,BLU_32,0,45,45,survey,Completion,2024-05-14 11:37:25.411768,1,,,215.0,32,,0.0,"Divide equally between A1 and A2, and give small non zero amount for B. So B can earn some money too","I believe other players had similar mindset as mine, usually be agreed without bargaining",Easy,Well,Neutral,Too much,Pay distibution among groups of workers ,,Neutral,Agree,Disagree,Agree,Agree,Agree,1,1,5r4374w0,,,,,0
33,wkfflns4,BLU_34,0,45,45,survey,Completion,2024-05-14 11:37:25.425153,1,,,125.0,33,,0.0,"45 45 10, because B was not needed  ",same as mine,Easy,Very well,Very well,Way too much,if people can influence other people with chatting to get more money,,Strongly Disagree,Disagree,Strongly Agree,Neutral,Agree,Neutral,1,1,5r4374w0,,,,,0
34,tjyqeoev,BLU_29,0,45,45,survey,Completion,2024-05-14 11:37:25.437066,1,,,185.0,34,,0.0,"I wanted to be nice, so everyone adapts on being nice and not giving B nothing. On the other side, I felt I was good in the sliders game so I didn't want to give B too much.",They all were very nice and I think most of them just would have felt bad if they didn't give B anything.,Easy,Very well,Very well,Just right,how B can get the As to give money,"I didn't understand, that there will be only one slider game that decides all my roles. I thought before each round on slider game.",Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,1,1,5r4374w0,,,,,0
35,ka3iiv5c,BLU_23,0,45,45,survey,Completion,2024-05-14 11:37:25.446780,1,,,150.0,35,,0.0,"When I was a, I first give 50 50 0. then if b first give 40, 40 20, he will change to 45 45 10, then I will at least get 45, because I know maybe another person for A may be kind that he didnt want to see b gets nothing. But when I was b, I first put 40 40 20, and ask them if it is good, I say when I was a ,I also accept 40 40 20, and if one in a1 or a2 was touched, they will finally make the same decision.","I think both people are very nice, they dont want b to get nothing, so 45 45 10 and 40 40 20 are very popular.",Medium difficulty,Neutral,Very well,Way too much,bargaing power and decision making,"students are very kind, so when I was b , i ask for 20 instead of 10, a1 and a2 agrees. I think the experiment should add more people in work, because they will be strict and thats another kind of bargain",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,1,1,5r4374w0,,,,,0
36,wdvxec6n,BLU_12,0,45,45,survey,Completion,2024-05-14 11:37:25.461369,1,,,200.0,36,,0.0,"compromize and find an agreement, not being too cruel so that everyone gets something because i think this is the most acceptable solution.","i think they have similar strategy, the quickly met in the middle. As long as B tried to ask for 20, the other two have not problems with the proposal.",Easy,Very well,Well,Just right,Empathy of the powerful sides in the negotiation,,Strongly Disagree,Neutral,Neutral,Disagree,Agree,Agree,1,1,5r4374w0,,,,,0
1,5g5klg55,,0,44,45,survey,Questions,2024-05-14 13:55:55.572281,1,,,0.0,1,,0.0,,,,,,,,,,,,,,,1,1,o4zvte65,,,,,1
2,7gs5ykx6,,0,44,45,survey,Questions,2024-05-14 13:55:55.594863,1,,,0.0,2,,0.0,,,,,,,,,,,,,,,1,1,o4zvte65,,,,,1
3,ihvkjx40,,0,44,45,survey,Questions,2024-05-14 13:55:55.605042,1,,,0.0,3,,0.0,,,,,,,,,,,,,,,1,1,o4zvte65,,,,,1
1,vgs79s7u,BLU_22,0,45,45,survey,Completion,2024-05-16 08:39:45.949310,1,,,185.0,1,,0.0,"From B1/B2 I accepted all the fair splits (34/33/33) and close to that. From A I tried getting as much as possible from other players since they needed me to get anything. Also from the B prospective I could have made alliances with other B or A to split only in 2, but never happened in my case.  I also tryed proposing to split in 2 as A but ppl felt it was bad to leave someone without anything.",I think other A players were too generous. Most of the players preferred a 3-way-split.,Easy,Very well,Very well,Just right,Behavior in stronger (but alone) vs weaker (but in 2) positions,"Was lot of fun, well done :D",Neutral,Agree,Agree,Agree,Agree,Strongly Agree,1,1,v0bpsxm2,,,,,0
2,58qtb8v6,BLU_08,0,45,45,survey,Completion,2024-05-16 08:39:45.990554,1,,,165.0,2,,0.0,be quick to right a fair amount of points,They were fair,Easy,Well,Well,Too much,Group interfering,,Disagree,Agree,Agree,Agree,Disagree,Neutral,1,1,v0bpsxm2,,,,,0
3,b3u444ci,BLU_27,0,45,45,survey,Completion,2024-05-16 08:39:46.001907,1,,,166.0,3,,0.0,start from equal distribution. Always be friendly.,"In general, people don't want to compete, and want every one to get the same money.",Easy,Well,Well,Way too much,Do people more likely to bargin or equal distrubuted?,no,Strongly Disagree,Neutral,Agree,No opinion,Disagree,No opinion,1,1,v0bpsxm2,,,,,0
4,ovi5mgfs,BLU_25,0,45,45,survey,Completion,2024-05-16 08:39:46.010797,1,,,155.0,4,,0.0,"At the start of the rounds most of us were nice to each other and split it fairly. However I felt that along the way it was rather unfair as people think that A should get more. If I were A again, I would definitely not have been as nice as I were to split it fairly for others",People think that A should get more thus A should propose something first and others will see if this is also fair for them,Very easy,Very well,Very well,Way too much,Dont know but something to do with cooperation and interaction in a group,No,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,1,1,v0bpsxm2,,,,,0
5,txnxowyb,BLU_20,0,45,45,survey,Completion,2024-05-16 08:39:46.017819,1,,,162.0,5,,0.0,Mostly be nice to A so A would not form an alliance with the other player. If I was A I would go for a little extra points since I think I earned it,"They were nice, mostly they had the same strategy as me I think",Very easy,Well,Very well,Too much,How do people bargain when one party has more power than the others,,Disagree,Strongly Agree,Strongly Agree,No opinion,Neutral,Agree,1,1,v0bpsxm2,,,,,0
6,u3tex7e3,BLU_23,0,45,45,survey,Completion,2024-05-16 08:39:46.025465,1,,,166.0,6,,0.0,more or less equality or A should get slight more,equality,Easy,Well,Very well,Way too much,how the people act towards the leader to get more money,,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,1,1,v0bpsxm2,,,,,0
7,ij2rrhyx,BLU_24,0,45,45,survey,Completion,2024-05-16 08:39:46.039801,1,,,134.0,7,,0.0,Fair split between all in the group.,One person blackmailed a little bit the group members to get the biggest share or nothing. Sadly I was the one who gained nothing in the end.  A lot had the same strategy as me.,Easy,Well,Very well,Just right,Something with sharing etc.,,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,1,1,v0bpsxm2,,,,,0
8,uocdifm0,BLU_09,0,45,45,survey,Completion,2024-05-16 08:39:46.047497,1,,,173.0,8,,0.0,My first move was always to get the first suggestions. The first one always the equal one and then a one where I and A would profit most.,I guess the two B always tried to have it equally distributed and as the players changed from B to A even the A were quite on the fair side.,Easy,Well,Well,Too much,,,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,1,v0bpsxm2,,,,,0
9,xpnyaewq,BLU_28,0,45,45,survey,Completion,2024-05-16 08:39:46.054443,1,,,163.0,9,,0.0,"I always tried to distribute it evenly, so everyone cooperates with me. If the other two teamed up I tried to make a better offer for player A.","Most of them also tried to be fair. However, some tried to make a bargain mostly because they didn't get away greatly last round.",Easy,Well,Well,Too much,Behavior of making profit in relation with cooperation,,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,1,1,v0bpsxm2,,,,,0
10,8zecqcvq,BLU_35,0,45,45,survey,Completion,2024-05-16 08:39:46.063813,1,,,134.0,10,,0.0,"always 34,33,33 or 33,33,33. Sharing the budget fairly would make sure that no one feels being disadvantaged. in a team, you of course would like to get a bigger budget, but maybe the other group members would really appreciate it if he/she could get a fair amount. Maybe he or she would like to buy something that he/she has been wanting with the enumeration, So why not help them in that sense?    yesterday i was reading, and i came across this sentence: true sharing doesn't mean that you give and you have to lose or give up on something. you actually gain and grow through sharing. it's like if you and i both have an apple, if we exchange them, each of us still has an apple, but we build friendship through it ;) if you and i each have a thought and we exchange our knowledge, each of us have two inspirations.","Most players that I have met have the same strategy. Two of them wanted to maximize their own profit by forming an ally with A only, leaving me out in the group, ie 50, -, 40. However, if there is a proposal of 33,33,33, the other group members would actually change their mind and accept the second proposal, which is fairer for all. This shows that one is not inherently egocentric or selfish - reality and choices are negotiable and can be changed by influences from outside, and hearts can be moved, too. ",Easy,Well,Very well,Just right,"Group benefits vs personal profits: How would one choose when you are in a group of others and your benefits are tied with each others: strive for personal advantages or a common, fairer distribution? ",I am glad that I could type some philosophical thoughts on sharing and caring in the group chat. I think that my words have had some positive influences on the others and might have changed their perspectives on the theme of sharing. ,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,1,1,v0bpsxm2,,,,,0
11,nvbhjz3i,BLU_30,0,45,45,survey,Completion,2024-05-16 08:39:46.070683,1,,,189.0,11,,0.0,"If I wasn't A i was simply going for the fair split, to be sure that I get at least some points. If I was A, I waited for the offers from the other members and chose the best one for my own profit.",I think they were all pretty fair.,Medium difficulty,Well,Very well,Just right,I don't know.,,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,1,1,v0bpsxm2,,,,,0
12,h8nknrk3,BLU_29,0,45,45,survey,Completion,2024-05-16 08:39:46.077717,1,,,186.0,12,,0.0,If I'm player A I'll look out for the greedier out of the other two and make a proposal to him. And if I'm a B player I would just start instantly with proposing a good offer for A with leaving the other player out.    But sometimes felt bad and I split it evenly.,Probably the same. Even though most of them were really kind and tried to split it evenly.,Very difficult,Neutral,Well,Just right,Probably how people would bargain if a chat was involved.,No not really. Thank you for this experience.,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,1,1,v0bpsxm2,,,,,0
13,197er6a2,BLU_06,0,45,45,survey,Completion,2024-05-16 08:39:46.085144,1,,,119.0,13,,0.0,"to keep it equal to all players like 33,33,34 bc if b's are togeter a dosn't have a chance and you nerver konw what you do next. this is fair play an at the and i don think it affects your paymanet in a bad way becaus one round you have 70 an he next probaply 0",some saw it the same way others just wantet as much as they could have somtimes ending with 0 for everyone or they were too greey and got overbit by the person who offered a fair propse. i guess tahts how they learnd that greedyness isn't always the best ,Easy,Very well,Very well,Too much,how people interact in finacial comeptition with each other,was very interesting to see how peopel can be motivated by greed,Strongly Disagree,Strongly Agree,No opinion,No opinion,Strongly Agree,Strongly Agree,1,1,v0bpsxm2,,,,,0
14,pe10l88m,BLU_26,0,45,45,survey,Completion,2024-05-16 08:39:46.095540,1,,,123.0,14,,0.0,I tried to check what my group mates are up too and based on that check on how greedy i could play without risking too much,"a lot of A players where greedy, but not all of them. And some where quite ""frech"" and changed deal in last second",Easy,Well,Neutral,Too much,the power of a high position (A),,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,1,v0bpsxm2,,,,,0
15,1tsbadmg,BLU_11,0,45,45,survey,Completion,2024-05-16 08:39:46.102925,1,,,240.0,15,,0.0,"it depended on my role: if I was A I clearly had an advantage and could the last seconds of the game convince one player with the offer that was the best for me.  If i was B1, I had to work with B2 trying to convince A with something fair for both, but often the last ten seconds of the game either one of B1 or B2 ended up making an offer that A would last minute choose and mess the other B player up (sad, I was A when this happened though)","Their strategy was playing fair doing the game and in the last seconds making an offer that would advantage them and A, but not the other B player",Medium difficulty,Very well,Very well,Just right,"I have no idea, but i'm scared of the results you'll get, people are messed up when talking abou money","i'm scared of the results you'll get, people are messed up when talking about money",Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,1,1,v0bpsxm2,,,,,0
16,l078v2ul,BLU_05,0,45,45,survey,Completion,2024-05-16 08:39:46.110129,1,,,132.0,16,,0.0,my strategy was that everyone gets the points fairly because you never know what you will be in the next round a or b. ,"Except one group, others were pretty nice and fair players. They also wanted to split the points fairly. For that one group, they were greedier than each other xd",Easy,Well,Very well,Just right,,,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,1,1,v0bpsxm2,,,,,0
17,lhcqgubk,BLU_00,0,45,45,survey,Completion,2024-05-16 08:39:46.117176,1,,,140.0,17,,0.0,Extracting a little margin by proporing 40-30-30 when I am A  Going with 34-33-33 if I am B1/B2 and appealing to B2/B1 to stay united so that A cannot be dictatorial,Some of them were greedy and did not utilize their power as B1/B2 to check As power.,Difficult,Very well,Very well,Just right,"Cooperation strategies when there are power imbalances, I think.",,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,1,1,v0bpsxm2,,,,,0
18,p7ldsgd8,BLU_21,0,45,45,survey,Completion,2024-05-16 08:39:46.124466,1,,,106.0,18,,0.0,"i wanted to always be equally distribuited, but when the A player wanted more i adapted to receive at least something","i think that the A players were too greedy most of the times, instead the Bs were for an equal distribution",Easy,Well,Well,Too much,how much the gaining possibility determined how much they wanted to share,,Strongly Disagree,Agree,Strongly Agree,Neutral,Neutral,Agree,1,1,v0bpsxm2,,,,,0
