participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.own_strategy,player.other_players_strategy,player.pilot_difficulty,player.pilot_explanation,player.pilot_interface,player.pilot_time,player.research_question,player.comments,player.dummy_player_axiom,player.symmetry_axiom,player.efficiency_axiom,player.linearity_additivity_axiom,player.linearity_HD1_axiom,player.stability_axiom,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
19,3bod94tp,BLU_10,0,45,45,survey,Completion,2024-05-16 08:39:46.132747,1,,,107.0,19,,0.0,i just tried to keep it fair so at least everyone got something,i think it reflects quite well on our society because the world is filled with egoists always wanting to take more for themselves and leaving other people with 0,Medium difficulty,Neutral,Very well,No opinion,whether people agree with proposals eventhough they get less than others ,,Disagree,Agree,Agree,No opinion,Strongly Disagree,Strongly Agree,1,1,v0bpsxm2,,,,,0
20,0urjtojp,BLU_16,0,45,45,survey,Completion,2024-05-16 08:39:46.140551,1,,,174.0,20,,0.0,"if I am B1 or B2 I offer equal with both but a bit more for A , if I am A I also try to be the same but make everyone happy, but since I learned that some A just wants to get biggest benefit, I also tried with strategy in the game when I was A, I use 60 30, but in real life I dont think its a good strategy for the team. ","hmm I think A as a leader would sacrifize any of other members, to get the best for A, but B2 and B1 would just try to follow A to get the most for them. ",Medium difficulty,Neutral,Very well,Just right,about team leadership or how to get most of the profit with limited budget.,"I think it is about how you use the budget to hire people, it can be also about how a leader evaluate the team. ",Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,1,1,v0bpsxm2,,,,,0
21,b5octfmz,BLU_33,0,45,45,survey,Completion,2024-05-16 08:39:46.147886,1,,,132.0,21,,0.0,"I really tried to socialize with the others and always proposed something that was fair (40,30,30) if both accepted I left it like that. But the longer I played, the more often the ""two-player-option"" was preferred. There I tried to make sure I don't go under 60,30 because then I could have also taken the first option. It didn't always work out","similar like mine. But A had the most power and therefore can do pretty much everything. The other two (B1,B2) just have to make sure, they are the ones sharing with a.",Difficult,Very well,Very well,Just right,Something with charities or giving money to others,,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,1,1,v0bpsxm2,,,,,0
22,g4jckmms,BLU_18,0,45,45,survey,Completion,2024-05-16 08:39:46.155416,1,,,136.0,22,,0.0,I have tried to be fair in the proportions.,Some A were to greedy.,Medium difficulty,Very well,Very well,Just right,about decision making,none,Neutral,Agree,Agree,Agree,Disagree,Neutral,1,1,v0bpsxm2,,,,,0
23,ggrdd5iq,BLU_03,0,45,45,survey,Completion,2024-05-16 08:39:46.163157,1,,,200.0,23,,0.0,"When I was player B I tried the best to have the other B player on my side. If the other B player made an offer with A excluding me, I would offer a better proposal excluding the other B. So that in the end I would get profit.   When I was player A, I would have accepted a fair distribution, if both player B were okay with it. But I gave both player B the chance to get a higher profit (by excluding the other B), if they wanted to. ","Most players were trying to play equal and fair, but when given the chance to maximize their profit they took it. ",Easy,Well,Very well,Just right,,,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,1,1,v0bpsxm2,,,,,0
24,kfgiympu,BLU_17,0,45,45,survey,Completion,2024-05-16 08:39:46.171946,1,,,201.0,24,,0.0,"if B i would try to go fro 34-33-33 in the beginning and if A wanted to get the most out of it, i would propose 60-30. It is also about timing because  if the other B see the strategy he can go for less and you have to follow.  If A i would propose an amount like 60-30 to both and take the first one. I believe that if their share is too low they might prefer to renounce it.","people in the beginning were very ""nice"" and fair and then after getting nothing probably in the other rounds they got tougher.",Easy,Neutral,No opinion,Just right,behaviour of the bidder,very interesting!,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,1,1,v0bpsxm2,,,,,0
25,cji72u0e,BLU_02,0,45,45,survey,Completion,2024-05-16 08:39:46.179506,1,,,154.0,25,,0.0,"When I play A, I try to persuade B1 or B2. But I am also easily persuaded by them. When I play B1 or B2, I try to collaborate with the other B player to make sure I get paid.",I think most players have the same strategy as me.,Difficult,Very well,Well,Just right,decision making ,good job. very interesting experiment.,Agree,Neutral,Strongly Agree,Disagree,Neutral,Neutral,1,1,v0bpsxm2,,,,,0
26,0l3xkh9f,BLU_07,0,45,45,survey,Completion,2024-05-16 08:39:46.188171,1,,,129.0,26,,0.0,"I tried to choose fair proposals. If Everyone makes it fair, no one can loose. I do not take a risk or affect others' budget.","Most of them were played pair but one of them wanted to win more and he or she convinced other one because otherwise everyone lost, so i did not earn in that turn. Some people can take a risk to get more money. It is not mu cup of tea.",Medium difficulty,Well,Neutral,Just right,Effects of human behaviours on ecomony,Thank you for this great experience!,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,1,1,v0bpsxm2,,,,,0
27,pgzf722x,BLU_12,0,45,45,survey,Completion,2024-05-16 08:39:46.196268,1,,,170.0,27,,0.0,When I was b I first put equal shares. Then I propose two person share with A (50-40 or 55-35) at the end of the round. One time that worked but other rounds people were with equality. When I was A I also put unequal but high pain per person proposals. But never got a good result because people were usually tend to be fair.,The people I played with were supporting equality and fair share of the budget. Only one person accepted an unfair proposal.,Medium difficulty,Very well,Very well,Just right,how workers are giving reactions at a unfair wage share. how is the tendancy of supporting each other,the experiment was very fun. i am little bit suprised how people are standing with equality,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,1,1,v0bpsxm2,,,,,0
28,j9s0vm81,BLU_14,0,45,45,survey,Completion,2024-05-16 08:39:46.203563,1,,,167.0,28,,0.0,"to be fair, so everyone would agree",they all were really fair,Medium difficulty,Poorly,Very well,Too much,behavior of people with money,,Neutral,Agree,Strongly Agree,Neutral,Disagree,Agree,1,1,v0bpsxm2,,,,,0
29,m3jyk7ro,BLU_13,0,45,45,survey,Completion,2024-05-16 08:39:46.210957,1,,,145.0,29,,0.0,"Obtaining points, it was not about maximizing but ensuring a certain quantity each round which is better than getting nothing",Same strategy although some of them really wanted to increase output but then what you have to do there is avoid them winning even if it means you get a bit less,Easy,Well,Very well,Way too much,"Several, but one of them is studying the behaviors of A such that they have to always be included therefore higher risks will be taken to satisfy the needs of A, also the behaviors of B1 and B2 when there are deffectors and free-riders and how willing are they to lower they're contributions as long as they at least get something ",Really fun experiment,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,1,1,v0bpsxm2,,,,,0
30,e104xl4i,BLU_04,0,45,45,survey,Completion,2024-05-16 08:39:46.217731,1,,,203.0,30,,0.0,"firstly i always gave the most fair option: 33-33-33 no matter which person i was. Then if i was A, i tried to separate them but at the end. B players would agree on a proposition like 36-33-33 but i would disagree with them until 30 seconds left to see if they would ask for sth like 50-0-40. ","if they were B players, they were trying to stick together so that they would both earn sth",Easy,Very well,Very well,Just right,How behavior and manipulation are in order when someone has power,,Agree,Agree,Disagree,Disagree,Disagree,Agree,1,1,v0bpsxm2,,,,,0
31,vmtvitch,BLU_15,0,45,45,survey,Completion,2024-05-16 08:39:46.224744,1,,,201.0,31,,0.0,Do 34 33 33 when I was B and try to bargain when I was A. This to maximize own income,Surprisingly cooperating. ,Easy,Very well,Very well,Just right,Can two lower ranked enforce something from one upper ranked,,Neutral,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,1,1,v0bpsxm2,,,,,0
32,ffegqwes,BLU_19,0,45,45,survey,Completion,2024-05-16 08:39:46.231676,1,,,130.0,32,,0.0,be fair for everyone,unfair got canceled once,Easy,Neutral,Neutral,Just right,bargaining strategies,,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,1,1,v0bpsxm2,,,,,0
33,37sp9sjc,BLU_32,0,45,45,survey,Completion,2024-05-16 08:39:46.238730,1,,,166.0,33,,0.0,"Always went for the fairest proposal for everyone, 34 33 33 favouring A who is more important","They were all nice, even too nice, it became kind of boring quickly, so I tried to spice things up a bit",Easy,Well,Very well,Too much,If people get together to oppose someone else and get more money,,Disagree,Agree,Strongly Agree,Agree,Agree,No opinion,1,1,v0bpsxm2,,,,,0
34,h8mn1ldu,BLU_01,0,45,45,survey,Completion,2024-05-16 08:39:46.246090,1,,,168.0,34,,0.0,"I tried to keep it fair and suggest 34 33 33. Once there was a player who wanted to exclude me, but then i grouped up with the other one an excluded that person.","Most of them also wanted to keep it fair and include all the playes, except for that one player",Medium difficulty,Very well,Very well,Just right,,,Disagree,Agree,Strongly Agree,Neutral,Agree,Agree,1,1,v0bpsxm2,,,,,0
35,rq6ucqv6,BLU_31,0,45,45,survey,Completion,2024-05-16 08:39:46.253871,1,,,163.0,35,,0.0,34 33 33 it is fair and  easy to be accepted by all,most of them are kind and fair,Easy,Very well,Very well,Too much,the way of collaboration of strangers,no. thank you,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,1,1,v0bpsxm2,,,,,0
36,gbwqq0rs,BLU_34,0,45,45,survey,Completion,2024-05-16 08:39:46.356644,1,,,162.0,36,,0.0,"Make it as fair as possible to influence the people in power next rounds to do the same, maximizing the value for everyone involved over the period of the 6 rounds","Mostly the same. I had a player A once trying to divide the Bs, but they didnt communicate first so the momentum was with me and the other B player, who stayed strong and we forced A to change or abandon the payoff",Medium difficulty,Very well,Well,Just right,Something related to the division of B players,"My case was possibly rather lucky (because I had very little trouble). The number of rounds seemed just right, since we have a high chance to meet the same people. I suspect more rounds would not hurt, but less would give incentive to change my strategy.",Disagree,Neutral,Strongly Agree,Neutral,Agree,Disagree,1,1,v0bpsxm2,,,,,0
1,xhpv93ls,BLU_06,0,45,45,survey,Completion,2024-05-16 11:41:36.351721,1,,,166.0,1,,0.0,"I wanted to convince the others that A should get more since according to the rules A did the best in the slider game, but since I don't know how strongly correlated the slider game performance and the role you get are, it's not that convincing","They are willing to sacrifice their payout to make sure it's fair, so it's hard for A to gain much more than 1 or 2 points",Easy,Very well,Very well,Too little,are people willing to compromise for the greater good,I think longer discussion period could lead to more different results,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,1,1,m7xcm95f,,,,,0
2,6ydcbl9r,BLU_08,0,45,45,survey,Completion,2024-05-16 11:41:36.368481,1,,,165.0,2,,0.0,"i tried to be as fair as possible, often going with 34 33 33 to satistfy player A","sometimes we all agreed on the amount very quickly, but often player A was really annoying and wanted more so we hat to discuss a long time with them until they finally agreed to our conditions",Easy,Well,Very well,Just right,how equal people divide a certain amount of money when one jolds more power than the 2 others,it was quite fun as we got to interact with other players,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,1,1,m7xcm95f,,,,,0
3,6nh54ceg,BLU_02,0,45,45,survey,Completion,2024-05-16 11:41:36.376325,1,,,169.0,3,,0.0,idf i was A i started to try with 40 and could agree on 36,"34 33 33 was fair nearly for everyone, A didn't discuss to much. he was happy with 34, didn't get more risk",Very easy,Well,Well,Just right,capacity of people to discuss and willingness to take risks,,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,1,1,m7xcm95f,,,,,0
4,uz2kh32u,BLU_33,0,45,45,survey,Completion,2024-05-16 11:41:36.383730,1,,,166.0,4,,0.0,"fairness, while making use of all points (so rather going with 34-33-33 than with 33-33-33)","often times we all agreed on 34-33-33, someone some people believed that being player A made them superior to the other players, forgetting about the fact that we all have to agree and, at least for me, going with 0 for everyone is better than accepting an unfair payment",Easy,Well,Very well,Just right,Which distribution rule do people stick with?,"more variety in each round (e.g. more or less points, extra rules, etc.) would make it more interesting :)",Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,1,m7xcm95f,,,,,0
5,sfscz3mv,BLU_29,0,45,45,survey,Completion,2024-05-16 11:41:36.390922,1,,,166.0,5,,0.0,tried to split the budget fairly,the same as mine,Easy,Well,Well,Way too much,the behaviour when negotiating and working in a team,,Agree,Disagree,Strongly Agree,Neutral,Neutral,Agree,1,1,m7xcm95f,,,,,0
6,yfbqk3u0,BLU_26,0,45,45,survey,Completion,2024-05-16 11:41:36.397723,1,,,168.0,6,,0.0,"first, we try to make each one the same quantity to improve fair and then try to use up all the points.","they are quite easy going, some of them say they are killed in the perivious round, but i do not believe them, if 2 people are in the same picture, the left guy are easy to give up their thoughts.",Very easy,Well,Very well,Too much,great,,Neutral,Strongly Agree,Strongly Agree,No opinion,No opinion,No opinion,1,1,m7xcm95f,,,,,0
7,2xw6wott,BLU_31,0,45,45,survey,Completion,2024-05-16 11:41:36.406223,1,,,166.0,7,,0.0,"no strategy. the answer seems the same all the time. 34 33 33, in the most round all of us thought that it was the best choice",they are good. but their strategies looks no different from me,Very easy,Well,Very well,Too much,psycho resaearch in the bargaining,"i think for the budget it should be changed. A player has the privillege, but he or she could not use it. since if he or she choose one other player without one player, the budget would be even less, so everyone wanna a 34 33 33  ",Disagree,Agree,Neutral,Neutral,Neutral,Agree,1,1,m7xcm95f,,,,,0
8,f6i1zolp,BLU_19,0,45,45,survey,Completion,2024-05-16 11:41:36.412819,1,,,167.0,8,,0.0,everyone got almost the same because it is fair,"peace and love, the same.",Very easy,Neutral,Very well,Way too much,the content of our chat,interesting and i love it.,Strongly Disagree,Agree,Agree,Neutral,Agree,Agree,1,1,m7xcm95f,,,,,0
9,d4lo3zf6,BLU_18,0,45,45,survey,Completion,2024-05-16 11:41:36.419315,1,,,167.0,9,,0.0,"a gets 34 points and the others 33, bc that is agreeable to all and no point is wasted",the same strategy and i liked that very much,Easy,Well,Well,Way too much,"either this was a setup and you care about what we discussed in the remaining time, protected by anonimity, or you wanted to see how social or selfish people are when their protected by anonimity",no thanks,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,No opinion,1,1,m7xcm95f,,,,,0
10,kn00nazp,BLU_30,0,45,45,survey,Completion,2024-05-16 11:41:36.427169,1,,,166.0,10,,0.0,"Just do 34, 33, 33. If only two players are included, there are only 30 points.",The same. All of them are reasonable and do not have any impolite requests.,Very easy,Very well,Very well,Way too much,The behavior of people under different distribution strategy.,"In this experiment, 3 people get 100 and 2 people get 30. So it is too easy to decide 3 people.",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,1,1,m7xcm95f,,,,,0
11,l4gotjl7,BLU_22,0,45,45,survey,Completion,2024-05-16 11:41:36.433886,1,,,166.0,11,,0.0,divide it the most equally and just because that 1 franc was out give it to A cause somehow it was deserved,same as mine,Easy,Very well,Well,Way too much,"how team work works, also considering that some group members are better than other",love u,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,1,1,m7xcm95f,,,,,0
12,6e0212tp,BLU_27,0,45,45,survey,Completion,2024-05-16 11:41:36.441160,1,,,168.0,12,,0.0,"no strategy, just split averagely to each person, it is very fair","they are good, polite, wise, fair. their strategy just split in a fair way, average to each person.",Very easy,Very well,Very well,Way too much,no idea,no,Strongly Disagree,Strongly Agree,No opinion,Strongly Agree,Strongly Agree,No opinion,1,1,m7xcm95f,,,,,0
13,g0slo89x,BLU_21,0,45,45,survey,Completion,2024-05-16 11:41:36.447727,1,,,168.0,13,,0.0,open my bazzar and gather faithful customers ,my customers wanted an fair offering. I provided it to them and reaped the rewards.,Very easy,Well,Very well,Just right,"communication = consensus , not communicating = greed (?)","payout is poor, not worth the time, chat is fun though",Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,1,1,m7xcm95f,,,,,0
14,196u6lli,BLU_04,0,45,45,survey,Completion,2024-05-16 11:41:36.455073,1,,,165.0,14,,0.0,34-33-33 because its fair and no need to try and convince the others,everyone was fair except for this one player,Very easy,Well,Very well,Way too much,do people want to be fair or persuade others so that they get more money,you are paying us way too little for spending 1.5 hours for your experiment. i have never been in an experiment where the pay was this low. i wouldnt have come if i knew it.,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,1,1,m7xcm95f,,,,,0
15,ktt5knkc,BLU_15,0,45,45,survey,Completion,2024-05-16 11:41:36.463718,1,,,163.0,15,,0.0,equal share,most players did equal share,Easy,Well,Neutral,Too much,how people behavior is afffected by others investments ,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,1,m7xcm95f,,,,,0
16,lgc4n3dh,BLU_01,0,45,45,survey,Completion,2024-05-16 11:41:36.470684,1,,,162.0,16,,0.0,Have a good discussion with group and what is favorable for everyone,I think they were very understanding as long as everyone gaining something ,Medium difficulty,Well,Well,Just right,barging,,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Agree,1,1,m7xcm95f,,,,,0
17,1lilrmry,BLU_35,0,45,45,survey,Completion,2024-05-16 11:41:36.478754,1,,,179.0,17,,0.0,"When I was B1 or B2, I would campaign for equal split. When I was A, I would convince the others to give me more money since im necessary for any proposal to pass.","Usually people advocated for equal split, but they were kind enough to accept my proposals too when I was A",Easy,Very well,Very well,Way too much,Are people willing to share?,"Nope, just thank you :)",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,1,m7xcm95f,,,,,0
18,nlkaxz3o,BLU_28,0,45,45,survey,Completion,2024-05-16 11:41:36.486050,1,,,163.0,18,,0.0,"Keep it as equal as possible, slightly more for player A. Always 3 players ",Same as mine,Easy,Well,Very well,Way too much,How people bargain in different power positions,Chat was fun,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,1,m7xcm95f,,,,,0
19,la48qhop,BLU_14,0,45,45,survey,Completion,2024-05-16 11:41:36.493469,1,,,136.0,19,,0.0,"i always tried to get the most neutral deal possible so if i was B1 or B2 i tried the deal 34,33,33 and if i was A my Maximum i wanted the others to agree was 40,30,30. higher i think would be too greedy.",most of them were very fair but two were extremely greedy and thought they were the king of the world for a few points more. in one round the participant was so greedy that in the end nobody got points...,Easy,Very well,Very well,Too much,how do people in position of power act in economical questions and what is the influence on the market?,no.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,1,1,m7xcm95f,,,,,0
20,6nwz387q,BLU_03,0,45,45,survey,Completion,2024-05-16 11:41:36.500967,1,,,133.0,20,,0.0,"sometimes i was a fair communist, but sometimes i was Jeff Bezos",everybody tries to play fair,Very easy,Neutral,Very well,Too much,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,1,1,m7xcm95f,,,,,0
21,fns79vh4,BLU_32,0,45,45,survey,Completion,2024-05-16 11:41:36.507789,1,,,170.0,21,,0.0,"that everyone gets more or less the same points, otherwise it is difficult that everyone will accept it",pretty much same strategy,Very easy,Very well,Very well,Just right,how do people behave in groups when they can make a personal advantage,,Neutral,Agree,Agree,Neutral,Agree,Agree,1,1,m7xcm95f,,,,,0
22,1r7pqbse,BLU_10,0,45,45,survey,Completion,2024-05-16 11:41:36.519575,1,,,125.0,22,,0.0,"Since I am bad at the slide things, I am always B1 or B2, so I will propose 34 33 33 first, but if A is greedy, the most I can accept is 50 25 25. Other than that, everyone get nothing. ","Some A are too greedy, and they just want to push my boundary. Most B I met have the same strategy as me.",Medium difficulty,Well,Very well,Just right,No idea.,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,1,1,m7xcm95f,,,,,0
23,08vr2i2p,BLU_12,0,45,45,survey,Completion,2024-05-16 11:41:36.527218,1,,,167.0,23,,0.0,even for everyone as much as possible. but give a little advantage to A,"I saw all other players had same strategy with me except one A in round 3. But, I felt like A has a strong power at that moment.",Easy,Well,Very well,Too much,Monarch vs. Democracy,,No opinion,No opinion,Strongly Agree,Agree,Disagree,No opinion,1,1,m7xcm95f,,,,,0
24,j5qn3qbk,BLU_13,0,45,45,survey,Completion,2024-05-16 11:41:36.535876,1,,,169.0,24,,0.0,If youre not player A you should try to get something fair for everyone and   if you are A : try to get more points as others depend on you,some aimed for a fair solution while there were some who wanted unfair solutions,Easy,Well,Well,Too much,,,Neutral,Strongly Agree,Agree,Neutral,Disagree,Agree,1,1,m7xcm95f,,,,,0
25,hjneoci2,BLU_25,0,45,45,survey,Completion,2024-05-16 11:41:36.545030,1,,,169.0,25,,0.0,"not exactly, mostly it was 343333",nothing as such,Easy,Poorly,Very well,Just right,,,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,1,1,m7xcm95f,,,,,0
26,qvoffcsq,BLU_16,0,45,45,survey,Completion,2024-05-16 11:41:36.552968,1,,,162.0,26,,0.0,if not A i would propose 34:33:33 split,most of them accepted a fair offer. Only one player A demanded 50 point for themselfes,Medium difficulty,Well,Very well,Too much,How people use power for their financial advantage. ,,Neutral,Agree,Agree,Agree,Agree,Disagree,1,1,m7xcm95f,,,,,0
27,lv2l10fd,BLU_34,0,45,45,survey,Completion,2024-05-16 11:41:36.562159,1,,,93.0,27,,0.0,try to give equal amount. But some A really wanted more,Some were okay with 0 points.  I thought if they had some other info,Easy,Very well,Very well,Just right,Would you share it or risk to negotiate,Good experiment,Disagree,Agree,No opinion,Strongly Agree,Strongly Agree,Strongly Agree,1,1,m7xcm95f,,,,,0
28,r786u409,BLU_07,0,45,45,survey,Completion,2024-05-16 11:41:36.569005,1,,,134.0,28,,0.0,"always split it, that everyone get an equal amount. Because its fair.",Sometimes player A got too much power and tried to convice one of the B players.,Difficult,Neutral,Well,Too much,people behaviour in groups,interesting experiment,Strongly Disagree,Agree,Strongly Agree,No opinion,No opinion,Strongly Disagree,1,1,m7xcm95f,,,,,0
29,tn7aqwzf,BLU_23,0,45,45,survey,Completion,2024-05-16 11:41:36.575705,1,,,102.0,29,,0.0,the strategy would be to give to two player the same amount and to the last player a smaller amount so that I could have for sure one player that accept this proposal. Then together we could put pressure on the third player so that he has to accept the proposal,"Player A most of the time wanted to have the largest amount which was ridiculous at some point, their argument was because I am player A, you need me so you better accept the proposal or not.",Very easy,Very well,Very well,Way too much,,,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,No opinion,Neutral,1,1,m7xcm95f,,,,,0
30,iowjjdnx,BLU_24,0,45,45,survey,Completion,2024-05-16 11:41:36.591178,1,,,138.0,30,,0.0,As a B player I tried to get both B players the same amount and then negotiate with the player A,I was player A at later stage and people thought you are A for the whole time so they were dismissive of any proposals to your benefit. The B players strive for fairness. ,Easy,Very well,Very well,Just right,How people bargain in when they are different possitions,,Strongly Agree,Strongly Agree,Agree,No opinion,Strongly Agree,Strongly Agree,1,1,m7xcm95f,,,,,0
31,clb9mrb7,BLU_17,0,45,45,survey,Completion,2024-05-16 11:41:36.599060,1,,,168.0,31,,0.0,always pick 34 33 33. nobody will disagree and it's fair.,"the other will also pick 34 33 33, since there's no necessary to be greedy. If player A broke the balance, the other two players would resist player a",Very easy,Very well,Very well,Way too much,would everybody goes to the eqiullibria finally,,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,1,1,m7xcm95f,,,,,0
32,5kr8656h,BLU_11,0,45,45,survey,Completion,2024-05-16 11:41:36.607937,1,,,167.0,32,,0.0,"34 for A, 33 for Bs. As this is the only way leading to a win win. If A wants more, one of the Bs would possibly disagree with that deal and everybody gets nothing. And if A wants to go with only one B, all three palyers get less. Last but not least, no greed needed here.",Fantastic. Exactly the same as mine.,Very easy,Very well,Very well,Too much,about bargain strategy? actually no idea,i really enjoyed this,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1,1,m7xcm95f,,,,,0
33,ltuj7l8u,BLU_09,0,45,45,survey,Completion,2024-05-16 11:41:37.516023,1,,,168.0,33,,0.0,Generally I proposed as equal payment as possible. And always player A would take slightly higher. This way you are fair. The privilege of A is not fair but with this strategy you get them to cooperate. ,I think it was similar to mine. Not sure about the fair incentive. But certainly everybody supported a win-win situation. ,Easy,Very well,Very well,Just right,Bargaining power,,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,1,1,m7xcm95f,,,,,0
34,wmh3d1u0,BLU_20,0,45,45,survey,Completion,2024-05-16 11:41:37.526918,1,,,166.0,34,,0.0,everyone equal and get the max,They all think the same,Easy,Well,Well,Too much,,,Neutral,Agree,Agree,Neutral,Neutral,Agree,1,1,m7xcm95f,,,,,0
35,rcu7iixo,BLU_05,0,45,45,survey,Completion,2024-05-16 11:41:37.537229,1,,,165.0,35,,0.0,Almost 3 people were included in every round and set the average value of each budget.,"They almost agreed with my opinions that we should choose the average budget values, I think we have held a lot of win-win situations.",Medium difficulty,Well,Well,Too much,Perfect,No,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,1,1,m7xcm95f,,,,,0
36,5zlvsjpa,BLU_00,0,45,45,survey,Completion,2024-05-16 11:41:37.549366,1,,,166.0,36,,0.0,"34-33-33 because it's the most fair outcome, A always gets 34 because they are theoretically the most powerful player and thus get the extra point",the same. it was very satisfying to see everyone cooperating so nicely,Easy,Very well,Very well,Too much,How quickly will people converge on a fair outcome,"Great UI compared to every other study I've participated in so far, also have fun with data analysis since every group (even trial) had the same outcome in my case :)",Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,1,m7xcm95f,,,,,0
